sentiment,text,cleaned_text
positive,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",combining two producers create strong eu based fertilizer industry capable meeting global competition added
positive,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",finnish solutions provider affecto oyj said today frame contract valued eur implement next phase insurance application south african mutual federal insurance company limited f
positive,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,helsinki afx kci konecranes said order four hot metal ladle cranes indian steel producer bhushan steel strips ltd
positive,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,helsinki afx outokumpu said technology unit mln eur contract bosnia herzegovina aluminij dd mostar upgrade anode plant
positive,"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",hk ruokatalo accounts poultry sales finland profitability good level
positive,"However , the bottom-line result improved thanks to positive financial items .",however bottom line result improved thanks positive financial items
positive,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sales percent million euros vat inclusive
positive,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",lee man paper metso long prosperous co operation good example changshu hongmei kraftliner machines delivered earlier
positive,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",london leading shares today jumped almost points market opened
positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,metso said order worth around mln eur supply kraftliner board machine china lee man paper co
positive,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",mika stahlberg vp f secure labs said excited proud f secure recognized av comparatives product year
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania
positive,The policy was also aimed at making the companies more profitable and competitive .,policy also aimed making companies profitable competitive
positive,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",three year turn around program expected ensure salomon future competitiveness company said
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said .",pleased fine co operation two countries recent times said
positive,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",finland leading metals group outokumpu said fourth quarter net profit tripled back strong global demand stainless steel soaring base metal prices proceeds sale technology unit
neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neste oil corporation refining marketing company concentrating clean high quality traffic fuels
neutral,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",aug gawker media delivered newstex love fishing video games felt n enough wackiness involved activision nasdaq atvi rapala fish might catch eye family fun hook
neutral,"The company has the poser , who wants to impress people with the latest handset .",company poser wants impress people latest handset
positive,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",delighted announce support intel based handheld platforms capabilities made development easier faster
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",according bosse present cooperation beneficial parties however
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,proud contribute creation world class airport facility kone innovative people flow tm solutions
negative,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group ending loyal customer cooperation
neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,according posted world intellectual property organization present invention relates hydrocarbons particularly manufacture hydrocarbon components suitable aviation fuels jet fuels blending stocks aviation fuels
neutral,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,exactly happened recent weekday east baker brought remind residents easter tradition making wheat rice pies
neutral,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,investment investment activity communication relates available relevant persons engaged relevant persons
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",efore presence also opens new interesting development opportunities students dean faculty electronics communications automation tkk said
neutral,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",fortum needs clear signal commitment government permit available company start next round kuula says
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .,helps stakeholders get better understanding operations challenges stainless steel business
neutral,"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling time market
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",music provided major international regional labels including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum records leading content aggregator orchard well thousands independent labels
neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .,nordea bank large share vast experience nordic credit card market
neutral,"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",one even receive spot alerts soon jobs posted putting front queue opportunities
positive,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,one colleagues summed e quite aptly remarked fantastic hardware
neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",strong brand visibility nationally regionally primary importance home sales vehicle consumer advertising
positive,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,swiss franc surged record euros reported sharpest gain manufacturing march
neutral,Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,technopolis said protocol signed techno park would built site covering six hectares neudorf special economic zone planned invest million euros project inclusive
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",add order contains among others control valves instrumentation well complete mill engineering electrification metso drive controls
positive,"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",cl designed measure cloud base height vertical visibility weather conditions makes ideal instrument meteorological applications rely reliable cloud height detection
neutral,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .",company objective offer best people flow experience developing delivering solutions enable people move smoothly safely comfortably without waiting buildings increasingly urbanizing environment
neutral,The indexes include the top companies that are committed to sustainable development .,indexes include top companies committed sustainable development
neutral,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .",paper industry de inking sludge produced mills use recycled fiber printing ink removed recovered paper also suitable raw material
neutral,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,repurchase bonds executed open market accordance section f terms conditions convertible bonds
neutral,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",tip week panfish like bluegills great fun catch especially children new fishing
neutral,"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''",aldata help retailers ensure merchandising selections reflect customer demand evolving shopping behavior
positive,- I am pleased that Bjorn Wahlroos has accepted the nomination .,pleased bjorn wahlroos accepted nomination
neutral,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",korean consumers tech savvy leading pack terms design gill hyun chang president motorola korea inc told dow jones newswires interview
positive,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",qpr integrated management system fastest easiest efficient way organizations around world take control human centric business processes
positive,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",delighted welcome elisa board directors said garry mcguire ceo rmg networks
neutral,`` We want to serve K-citymarket customers by offering them interesting and topical selections .,want serve k citymarket customers offering interesting topical selections
neutral,Finnish food industry companies are interested in the opportunities provided by Ukraine .,finnish food industry companies interested opportunities provided ukraine
neutral,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",finnish newspaper publisher sanoma media group sanomawsoy merging free sheets uutislehti metro mid september form new free sheet named metro
neutral,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,finnish raute precision supplies weighing dosing systems plants changing name lahti precision
neutral,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",finnish suominen corporation makes wipes nonwovens flexible packaging plant near warsaw poland makes flexible packaging
positive,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,representative body swedish meats approved improved offer finnish hk ruokatalo acquire company
neutral,"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",according mark white locatrix communications ceo company web services interface allows device owners friends family track locate twig users via web browser
neutral,Active shipping is essential for Finland .,active shipping essential finland
positive,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,renovation biggest moulding line orhangazi foundry modern line europe
neutral,Basic banking activities continued as normal .,basic banking activities continued normal
neutral,"cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance .",cents scout potential acquisition targets detailed insight companies financial operational performance
neutral,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",chic cheerful finnish design house marimekko sending geometric textiles world past years
neutral,"Community gardening has become a popular activity , especially to raise vegetables .",community gardening become popular activity especially raise vegetables
neutral,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",companiesandmarkets com provides wide range research reports industry statistics competitive intelligence industrial sector
positive,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat
positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,finnish electronics manufacturer pkc group oyj omx helsinki pkc v said wednesday december completed acquisition man nutzfahrzeuge ag cable harness business man star trucks buses spolka zoo poland
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,forest certification voluntary system aimed promoting sustainable forest management commercial forests
neutral,"France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",france l com spent time studying teliasonera potential takeover targets shareholder wants sell pellissier said
neutral,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,f secure online backup automatically protects content stored computer smartphone making copy content online location
neutral,He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,said things different new finnish nuclear power stations go operation large hydro powered stations northern europe good year
positive,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",higher bit rates outgoing traffic improves end user experience mobile broadband services video conferencing file sharing sending e mails attachments
neutral,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,honkarakenne oyj world leading manufacturer genuine wooden homes sponsoring finnish crosscountry skier virpi kuitunen next three years
positive,"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",looking forward contribute srv success competence says taneli hassinen
neutral,In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .,turn fradkov said russia interested adopting finnish experience forming technology parks framework implementing law special economic zone
positive,"It combines a perfect price performance with sophisticated management facilities , the company said .",combines perfect price performance sophisticated management facilities company said
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",provides customers industry leading elevators escalators innovative solutions maintenance modernization
neutral,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,said comptel delivers reliable provisioning activation solutions improve fulfilment processes operators
positive,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",kemira coatings leading supplier paints northern eastern europe providing consumers professionals branded products approx
neutral,L&T has also made a commitment to redeem the remaining shares by the end of 2011 .,l also made commitment redeem remaining shares end
neutral,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .,proline plus mechanical liquid handling device robust design suitable types applications
neutral,"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",nokia said next generation mobile gaming platform makes easy people find buy play share rich immersive games range nokia devices
neutral,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",bavelloni nst joint ventures bavelloni tools completes semiproducts produced italy high quality tools sold diapol brand
neutral,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .,panostaja financially secure finnish multi field corporation creates healthy companies company entities
positive,Poyry has a good track record of major transportation projects in Latin America .,poyry good track record major transportation projects latin america
neutral,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,shareholders right put agenda agm items within competence general meeting
neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials .",far company awarded worth tools materials
neutral,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",supported nokia phones include n n gb n n n n n n n n n n n n n n n n e e e e e e e e e e e touch xpress classic navigator classic navigator xm
positive,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",basware connectivity services allow companies handle purchase pay processes online make internal processes efficient said ceo ilkka sihvo basware corporation
neutral,The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .,company main shareholders lihakunta itikka osuuskunta made commitment acquire shares worth eur mn
neutral,The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .,engines asia pacific industry profile essential resource top level data analysis covering engines industry
positive,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",itunes based material accessible windows based macintosh computers transferable portable devices including apple ipods
neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",machine annual production capacity tonnes super calendered magazine paper paper grades based recovered fiber stora enso said
neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,moscow metro www mosmetro ru first metro system europe implement smart cards together new type magnetic card
neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .,stonegate product centrally manageable suited physical virtual environments
neutral,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",total scholarship amount euros recipients chosen recommendation fine arts universities sports associations
neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,tower engineers created degree westward lean four times inclination leaning tower pisa using diagrid structures aligned geometrically using tekla structures bim building information modeling software
neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,winners included honda odyssey minivan nissan armada large suv
neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",companies sq office commercial building substantial amount building right new shopping center liljeholmen stockholm
positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,bold spinning red fabric design set beautifully ercols napoli sofa
positive,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,tomtom given assurances continue sell maps competitors wins eu approval
neutral,We are also pleased to welcome the new employees to Tieto . ',also pleased welcome new employees tieto
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",excited working maxis first commercial deployment master maya said joe doering head asia south region nokia siemens networks
neutral,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,hope future turn novel method prevention alcohol tobacco smoking associated oral cancers
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",cant understand theyre saying impressive watch hit ball speeds
positive,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",gives us sense pride exposure said bruce hansen svh sales representative wolverine
positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",nokia calling innovators africa competition specifically launched enable developers create locally relevant best breed mobile applications
positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",p ferries efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said
neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,people enjoy mobile games often customers enjoy experimenting new mobile services content
neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,russia ready participate open tender lattelecom privatization
neutral,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",subscribers browse free numbers handset select numbers packages services prefer activating phone
positive,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",happy working rapala encourage boaters anglers introduce newcomers sport said rbff president ceo frank peterson
positive,`` We are pleased to welcome Tapeks Noma into Cramo group .,pleased welcome tapeks noma cramo group
neutral,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",invention released patent office said non coherent search matrix formed said correlation function matrix
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",stakeholders comptel involved workshops meetings filed comments issues greatest importance competitive sector industry
neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",aspo plc stock exchange bulletin october p aspo systems division completed statutory negotiations required act co operation within undertakings conducted part action plan launched august
neutral,Being successful requires providing a level of quality that satisfies our customers and partners .,successful requires providing level quality satisfies customers partners
neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,companies keep commercial independence continue market traditional products individually
positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,cdli highlights companies provided comprehensive response carbon disclosure project cdp information request
neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,city cu welcomes dart members dallas city cu welcomes members dart fcu merge city cu
neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",city users search homes properties areas city active even outside country
neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",enclosed affecto call extraordinary general meeting held july th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board
neutral,Europe however remains an important and strong market for us .,europe however remains important strong market us
neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",founded company uses six step time focused collaborative project approach improve financial institutions revenue streams
neutral,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,homeowners across north america green experiences share cost savings clean eco friendly heating
neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",includes company new highly powerful compact scalable flexi multiradio base station
neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",profitable make pulp paper sawn goods areas combination factors good
neutral,Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .,kesko www kesko fi finnish retail specialist whose stores offer quality daily lives consumers valued products services competitive prices
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",lights curfew curl latest bestseller treat eyes perfect reading light luceplan
positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",luxembourg registered investment fund amber trust ii final approval lithuania competition council acquire percent sanitas country largest pharmaceutical producer
neutral,Nokia said the outcome was a `` fair and responsible social plan . '',nokia said outcome fair responsible social plan
neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",nurminen logistics provides high quality logistics services railway transports terminal services forwarding special heavy transports medical transports
neutral,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .",panostaja treats negotiating partners entrepreneurs selling life work newcomer entrepreneurs seeking career fairly justly according law
neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",patrick jeambar also continue responsible innovation health safety environment hsea functions ahlstrom corporation
neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .",nasdaq omx geo v gypsii business unit developers award winning gypsii mobile social networking application today announced availability free download via samsung mobile applications store
neutral,"Sami Sepp+Ænen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",sami sepp nen ceo elisa eesti says novel network allows fast mobile broadband sparsely populated areas
neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,sanoma corporation wants new better frequency helsinki metropolitan area
neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",sanoma learning literature offering print digital learning materials present eleven countries
positive,"The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",adapter awarded certified integration sap netweaver endorsement integrates basware invoice automation procurement solutions different erp systems
positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,commission applauded applying fact based data driven approach providing clarity future petitions
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",company celebrates fiftieth anniversary next year exporting distinctive detached homes central europe several decades
neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,contract covers new energy efficient ac drives designed cooperation companies
neutral,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",costanza light aluminum base washable shade comes white pistachio orange blue red
positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,energy efficient data center built combining effective energy solution state art technology
neutral,"The familiar blue , white , and red HK seal has received a more authentic look .",familiar blue white red hk seal received authentic look
negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,finnish daily kauppalehti surmises finnish supplier rautaruukki raised prices aker comfort zone
neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",method utilises waterborne ultra products giving protection wooden surfaces industrial painting process whereby two layers top coat applied exterior wooden panels boards without separate primer
neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",popular paper far kesko loyal customer magazine pirkka readers
neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland
neutral,The smaller molecules improve the grip of the tyre at top-speed driving .,smaller molecules improve grip tyre top speed driving
positive,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,social plan negotiations part three year turn around program expected ensure salomon future competitiveness
neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",tests conducted nokia siemens lte center competence espoo finland follow company production start lte ready flexi multiradio base stations mhz band april complement earlier tests nokia mhz mhz bands
neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,tool patent pending design allows consumers lay entire project removable plate using multiple clear stamps kind
neutral,The use case dramatically narrows if you go only with the hot s Ltd.,use case dramatically narrows go hot ltd
neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .",vessels also environmentally friendly fast modern conveniences
neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",thus sysopen digia accordance chapter section finnish companies act obtained title shares sentera redeemed
neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,today orange scissors iconic symbol excellent ergonomic design superior quality associated every product fiskars
neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",sound experience project deliveries large multi purpose complexes sports arenas says sami eronen svp infrastructure northern europe ruukki construction
neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",weber convinced friend ray ostrom owned lake street sporting goods store sell lures
positive,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",nokia strong track record lower end handset market said july touch screen offering would come year cheaper rival models order tap higher volume market
positive,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",aim ensure vacon good shape capital expenditure starts pick comments vacon plc president ceo vesa laisi
negative,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",shares royal sun alliance continued slide back month high p last month potential suitor ruled takeover bid
negative,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",managing director comments net sales first quarter notably lower year especially finland russia baltic countries
positive,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",sales climbed pct bln eur surpassing mln eur consensus figure
positive,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",suominen corporation estimates cost cutting program started autumn higher sales prices expected growth volume wet wipes make company operations profitable
positive,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",release company said vocollect customers north america take advantage voice directed warehousing solution increase warehouse efficiency productivity gains discounted price
